# Thu Nov 15 11:34:36 2012
# HST/COS EUV+FUV AGN composite spectrum.
# Figure 5 from Shull, Stevans, and Danforth 2012.
 
# wave         flux        spline
# [Angstroms]  [Relative]  [Relative]
646.150      1.1603      1.3310
646.250      1.1929      1.3307
646.350      1.2709      1.3304
646.450      1.2891      1.3301
646.550      1.3263      1.3298
646.650      1.3022      1.3296
646.750      1.2938      1.3293
646.850      1.2834      1.3291
646.950      1.3090      1.3289
647.050      1.3417      1.3287
647.150      1.3124      1.3286
647.250      1.2987      1.3285
647.350      1.2559      1.3283
647.450      1.1581      1.3282
647.550      1.1590      1.3282
647.650      1.2174      1.3281
647.750      1.1671      1.3281
647.850      1.1419      1.3281
647.950      1.1641      1.3281
648.050      1.1982      1.3281
648.150      1.1905      1.3282
648.250      1.2101      1.3283
648.350      1.2267      1.3284
648.450      1.2523      1.3285
648.550      1.3001      1.3286
648.650      1.1914      1.3293
648.750      1.1108      1.3311
648.850      1.0961      1.3313
648.950      1.0179      1.2131
649.050      1.0760      1.3272
649.150      1.1126      1.3279
649.250      1.0400      1.3288
649.350      0.9450      1.3298
649.450      1.0375      1.3309
649.550      1.1366      1.3320
649.650      1.2576      1.3333
649.750      1.3372      1.3346
649.850      1.2361      1.3360
649.950      1.2601      1.3375
650.050      1.0727      1.3391
650.150      0.9606      1.3407
650.250      0.9691      1.3424
650.350      1.1981      1.3441
650.450      1.2561      1.3459
650.550      1.1105      1.3172
650.650      1.1302      1.2846
650.750      1.2161      1.2859
650.850      1.2202      1.2873
650.950      1.2263      1.2886
651.050      1.2273      1.2899
651.150      1.2201      1.2913
651.250      1.1980      1.2927
651.350      1.2434      1.2941
651.450      1.2143      1.2954
651.550      1.2108      1.2968
651.650      1.2150      1.2982
651.750      1.1402      1.2996
651.850      1.1890      1.3010
651.950      1.2205      1.3024
652.050      1.2085      1.3038
652.150      1.2074      1.3051
652.250      1.1919      1.3065
652.350      1.1494      1.3078
652.450      1.2062      1.3091
652.550      1.2858      1.3104
652.650      1.2454      1.3117
652.750      1.2884      1.3130
652.850      1.2257      1.3143
652.950      1.1785      1.3155
653.050      1.2096      1.3167
653.150      1.2975      1.3178
653.250      1.2344      1.3190
653.350      1.2246      1.3201
653.450      1.2598      1.3212
653.550      1.1712      1.3222
653.650      0.9189      1.3232
653.750      0.9533      1.3242
653.850      1.2283      1.3251
653.950      1.2965      1.3260
654.050      1.2725      1.3268
654.150      1.1721      1.3277
654.250      1.1294      1.3284
654.350      1.2417      1.3291
654.450      1.3205      1.3298
654.550      1.3239      1.3304
654.650      1.2815      1.3310
654.750      1.2416      1.3316
654.850      1.1741      1.3320
654.950      1.1131      1.3325
655.050      1.1435      1.3329
655.150      1.1243      1.3332
655.250      1.2125      1.3335
655.350      1.2397      1.3337
655.450      1.2243      1.3584
655.550      1.3219      1.3586
655.650      1.3239      1.3588
655.750      1.2444      1.3590
655.850      1.2233      1.3590
655.950      1.3334      1.3590
656.050      1.3374      1.3590
656.150      1.3741      1.3589
656.250      1.3445      1.3587
656.350      1.2445      1.3585
656.450      1.3245      1.3582
656.550      1.2827      1.3578
656.650      1.2434      1.3574
656.750      1.2996      1.3569
656.850      1.1805      1.3564
656.950      1.0456      1.3557
657.050      1.2052      1.3550
657.150      1.2001      1.3543
657.250      1.3057      1.3534
657.350      1.2384      1.3526
657.450      1.1302      1.3516
657.550      1.1630      1.3506
657.650      1.1416      1.3495
657.750      1.2315      1.3483
657.850      1.3036      1.3470
657.950      1.2643      1.3457
658.050      1.1741      1.3443
658.150      1.1355      1.3429
658.250      1.1800      1.3413
658.350      1.2280      1.3397
658.450      1.1277      1.3380
658.550      1.0788      1.3362
658.650      1.2753      1.3343
658.750      1.2193      1.3324
658.850      1.1317      1.3303
658.950      1.1347      1.3280
659.050      1.2180      1.3263
659.150      1.2688      1.3249
659.250      1.2490      1.3234
659.350      1.3168      1.3219
659.450      1.3265      1.3204
659.550      1.1061      1.3189
659.650      1.2205      1.3174
659.750      1.1985      1.3159
659.850      1.1782      1.3144
659.950      1.3126      1.3129
660.050      1.3170      1.3114
660.150      1.2091      1.3100
660.250      1.1332      1.3085
660.350      1.2484      1.3071
660.450      1.2392      1.3058
660.550      1.2487      1.3044
660.650      1.1394      1.3031
660.750      1.1002      1.3018
660.850      1.2187      1.3006
660.950      1.2797      1.2994
661.050      1.2750      1.2982
661.150      1.2852      1.2971
661.250      1.2667      1.2961
661.350      1.2327      1.2951
661.450      1.2351      1.2941
661.550      1.1549      1.2933
661.650      1.0529      1.2925
661.750      1.1156      1.2918
661.850      1.0775      1.2911
661.950      1.2312      1.2905
662.050      1.1707      1.1947
662.150      1.2442      1.2650
662.250      1.2356      1.2646
662.350      1.2071      1.2642
662.450      1.1817      1.2641
662.550      1.2476      1.2636
662.650      1.2585      1.2632
662.750      1.2511      1.2628
662.850      1.2281      1.2624
662.950      1.1550      1.2620
663.050      1.0726      1.2617
663.150      1.0161      1.2613
663.250      1.0645      1.2611
663.350      0.9819      1.2608
663.450      1.0871      1.2605
663.550      1.0523      1.2413
663.650      1.1517      1.2641
663.750      1.2292      1.2642
663.850      1.0668      1.2647
663.950      0.9500      1.2655
664.050      1.0382      1.2642
664.150      1.1713      1.2621
664.250      1.2610      1.2620
664.350      1.1538      1.2618
664.450      1.0637      1.2616
664.550      1.1332      1.2615
664.650      1.1776      1.2613
664.750      1.2438      1.2612
664.850      1.2320      1.2611
664.950      1.2129      1.2609
665.050      1.2064      1.2608
665.150      1.2646      1.2607
665.250      1.2045      1.2606
665.350      1.1620      1.2605
665.450      1.2502      1.2605
665.550      1.2473      1.2604
665.650      1.2534      1.2603
665.750      1.2207      1.2603
665.850      1.1861      1.2602
665.950      1.2114      1.2602
666.050      1.1960      1.2602
666.150      1.1755      1.2602
666.250      1.1484      1.2602
666.350      1.2199      1.2602
666.450      1.1998      1.2603
666.550      1.2071      1.2603
666.650      1.1748      1.2604
666.750      1.1853      1.2605
666.850      1.2115      1.2606
666.950      1.1728      1.2607
667.050      1.1809      1.2608
667.150      1.2069      1.2609
667.250      1.2171      1.2610
667.350      1.1532      1.2612
667.450      1.1661      1.2326
667.550      1.2001      1.2328
667.650      1.1883      1.2330
667.750      1.1881      1.2333
667.850      1.0660      1.2335
667.950      1.0634      1.2338
668.050      1.1196      1.2341
668.150      1.2399      1.2343
668.250      1.2387      1.2346
668.350      1.2092      1.2349
668.450      1.1611      1.2352
668.550      1.2096      1.2354
668.650      1.2350      1.2357
668.750      1.2102      1.2360
668.850      1.1699      1.2363
668.950      1.2580      1.2366
669.050      1.0611      1.2369
669.150      1.1687      1.2372
669.250      1.1761      1.2376
669.350      1.2065      1.2379
669.450      1.2143      1.2382
669.550      1.2194      1.2385
669.650      1.2422      1.2388
669.750      1.2693      1.2392
669.850      1.2336      1.2395
669.950      1.2358      1.2398
670.050      1.1958      1.2402
670.150      1.2095      1.2405
670.250      1.2269      1.2409
670.350      1.1847      1.2412
670.450      1.2004      1.2415
670.550      1.1405      1.2419
670.650      1.0288      1.2422
670.750      1.0553      1.2425
670.850      1.0912      1.2429
670.950      1.0952      1.2432
671.050      1.1199      1.2436
671.150      1.1428      1.2439
671.250      1.1798      1.2443
671.350      1.1267      1.2446
671.450      1.1345      1.2450
671.550      1.1683      1.2454
671.650      1.2069      1.2457
671.750      1.1882      1.2461
671.850      1.1761      1.2465
671.950      1.1018      1.2469
672.050      1.1502      1.2473
672.150      1.0667      1.2477
672.250      1.1444      1.2481
672.350      1.2059      1.2486
672.450      1.1937      1.2490
672.550      1.1830      1.2495
672.650      1.1567      1.2499
672.750      1.1271      1.2504
672.850      1.1591      1.2509
672.950      1.0545      1.2514
673.050      1.0590      1.2519
673.150      1.0481      1.2524
673.250      1.1064      1.2529
673.350      1.2212      1.2535
673.450      1.2520      1.2540
673.550      1.1911      1.2546
673.650      1.1405      1.2552
673.750      1.2021      1.2558
673.850      1.2696      1.2564
673.950      1.1970      1.2570
674.050      1.1638      1.2576
674.150      1.1862      1.2200
674.250      1.2092      1.2812
674.350      1.2254      1.2817
674.450      1.2807      1.2823
674.550      1.2830      1.2829
674.650      1.2599      1.2835
674.750      1.2708      1.2841
674.850      1.2710      1.2848
674.950      1.2481      1.2854
675.050      1.1694      1.2861
675.150      1.0907      1.2868
675.250      1.0619      1.2875
675.350      1.0724      1.2882
675.450      1.0230      1.2890
675.550      0.9725      1.2898
675.650      1.0206      1.2906
675.750      1.1680      1.2914
675.850      1.1883      1.2922
675.950      1.1767      1.2931
676.050      1.1528      1.2939
676.150      1.1585      1.2799
676.250      1.2122      1.3074
676.350      1.3217      1.3084
676.450      1.3129      1.3094
676.550      1.3050      1.3104
676.650      1.3087      1.3114
676.750      1.1996      1.3124
676.850      1.1706      1.3135
676.950      1.1498      1.3145
677.050      1.2294      1.3156
677.150      1.3064      1.3166
677.250      1.3252      1.3177
677.350      1.1931      1.3188
677.450      1.0545      1.3198
677.550      0.9983      1.3209
677.650      1.0623      1.3220
677.750      1.0696      1.3231
677.850      1.0238      1.3242
677.950      1.0266      1.3253
678.050      1.0624      1.3264
678.150      1.0674      1.3275
678.250      1.1751      1.3286
678.350      1.2325      1.3297
678.450      1.2510      1.3308
678.550      1.3174      1.3319
678.650      1.3167      1.3330
678.750      1.2122      1.3341
678.850      1.1347      1.3352
678.950      1.2309      1.3363
679.050      1.2975      1.3374
679.150      1.2714      1.3385
679.250      1.2870      1.3396
679.350      1.2604      1.3407
679.450      1.2328      1.3418
679.550      1.0456      1.3429
679.650      1.0517      1.3440
679.750      1.1600      1.3450
679.850      1.1771      1.3461
679.950      1.2223      1.3471
680.050      1.2214      1.3482
680.150      1.0444      1.3492
680.250      1.1483      1.3503
680.350      0.9762      1.3513
680.450      1.0525      1.3523
680.550      1.2347      1.3533
680.650      1.3012      1.3543
680.750      1.2994      1.3552
680.850      1.2388      1.3562
680.950      1.1872      1.3571
681.050      1.1442      1.3581
681.150      1.0789      1.3590
681.250      1.0953      1.3599
681.350      1.0553      1.3608
681.450      1.0128      1.3617
681.550      1.0763      1.3626
681.650      1.2237      1.3635
681.750      1.1969      1.3644
681.850      1.0624      1.3652
681.950      1.0120      1.3660
682.050      0.9560      1.3668
682.150      1.1133      1.3676
682.250      1.3145      1.3684
682.350      1.2691      1.3692
682.450      1.1965      1.3699
682.550      1.1147      1.3706
682.650      1.1200      1.3713
682.750      1.3198      1.3720
682.850      1.1471      1.3727
682.950      1.1634      1.3733
683.050      1.1219      1.3580
683.150      1.1273      1.3586
683.250      1.1882      1.3591
683.350      1.2977      1.3596
683.450      1.3419      1.3601
683.550      1.3737      1.3606
683.650      1.2796      1.3611
683.750      1.2673      1.3615
683.850      1.2952      1.3619
683.950      1.2627      1.3623
684.050      1.3467      1.3627
684.150      1.3601      1.3630
684.250      1.2189      1.3633
684.350      1.2169      1.3636
684.450      1.3271      1.3638
684.550      1.2941      1.3641
684.650      1.2854      1.3643
684.750      1.3293      1.3644
684.850      1.3241      1.3646
684.950      1.3636      1.3647
685.050      1.2969      1.3647
685.150      1.2594      1.3648
685.250      1.2498      1.3648
685.350      1.2149      1.3648
685.450      1.1991      1.3647
685.550      1.1525      1.3647
685.650      1.1113      1.3646
685.750      1.0355      1.3644
685.850      1.1781      1.3643
685.950      1.3544      1.3641
686.050      1.3760      1.3638
686.150      1.3350      1.3635
686.250      1.2717      1.3632
686.350      1.2261      1.3629
686.450      1.1254      1.3625
686.550      1.0192      1.3621
686.650      0.8863      1.3616
686.750      1.1541      1.3612
686.850      1.2222      1.3607
686.950      1.2267      1.3601
687.050      1.2933      1.3596
687.150      1.2997      1.3590
687.250      1.2773      1.3584
687.350      1.3039      1.3578
687.450      1.2964      1.3572
687.550      1.2779      1.3565
687.650      1.1994      1.3559
687.750      1.1209      1.3552
687.850      1.1758      1.3546
687.950      1.2302      1.3539
688.050      1.2803      1.3532
688.150      1.3249      1.3525
688.250      1.2417      1.3519
688.350      1.2156      1.3512
688.450      1.2574      1.3505
688.550      1.2405      1.3499
688.650      1.1909      1.3493
688.750      1.1867      1.3486
688.850      1.1718      1.3072
688.950      1.2005      1.3477
689.050      1.1913      1.3470
689.150      1.1928      1.3463
689.250      1.2290      1.3457
689.350      1.1502      1.3451
689.450      1.3095      1.3445
689.550      1.3329      1.3439
689.650      1.3272      1.3433
689.750      1.2597      1.3428
689.850      1.1938      1.3423
689.950      1.2762      1.3419
690.050      1.3237      1.3415
690.150      1.1910      1.3411
690.250      1.1889      1.3407
690.350      1.2685      1.3404
690.450      1.2521      1.3401
690.550      1.2790      1.3399
690.650      1.3291      1.3397
